STATUS_current,Tracker File Name_current,question #,issues,ID,QUESTIONS_current,image,
APPROVED,Data Set #5-46 report - Frank Stimson.csv,1,all good,Data Set #5-46 report - Frank Stimson.csv -Q1,How many employees does the company pay for vision insurance for in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,10,all good,Data Set #5-46 report - Frank Stimson.csv -Q10,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 5?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,11,all good,Data Set #5-46 report - Frank Stimson.csv -Q11,What does a single person pay for vision insurance in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,12,all good,Data Set #5-46 report - Frank Stimson.csv -Q12,What does the head of household pay for vision insurance in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,13,all good,Data Set #5-46 report - Frank Stimson.csv -Q13,What does the married filing jointly category pay for vision insurance in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,14,all good,Data Set #5-46 report - Frank Stimson.csv -Q14,What does the married filing separately category pay for vision insurance in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,15,all good,Data Set #5-46 report - Frank Stimson.csv -Q15,What is the percentage of employees that don't have vision insurance as a total number of employees for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,2,all good,Data Set #5-46 report - Frank Stimson.csv -Q2,How many employees don't have vision insurance for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,3,all good,Data Set #5-46 report - Frank Stimson.csv -Q3,"Of the employees that don't have vision insurance in 2020, is their income above $120,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,4,all good,Data Set #5-46 report - Frank Stimson.csv -Q4,"Of the employees that don't have vision insurance in 2020, is their income above $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,5,all good,Data Set #5-46 report - Frank Stimson.csv -Q5,"Of the employees that don't have vision insurance in 2020, what is the percentage of gender id 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,6,all good,Data Set #5-46 report - Frank Stimson.csv -Q6,"Of the employees that don't have vision insurance in 2020, what is the percentage of gender id 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,7,all good,Data Set #5-46 report - Frank Stimson.csv -Q7,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,8,all good,Data Set #5-46 report - Frank Stimson.csv -Q8,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-46 report - Frank Stimson.csv,9,all good,Data Set #5-46 report - Frank Stimson.csv -Q9,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-46 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,1,all good,Data Set #5-47 report - Frank Stimson.csv -Q1,Does the employer contribute to the HSA account in 2020 without the employee being enrolled?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,10,all good,Data Set #5-47 report - Frank Stimson.csv -Q10,"Of the employees that don't have an HSA in 2020, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,11,all good,Data Set #5-47 report - Frank Stimson.csv -Q11,"Of the employees that don't have an HSA in 2020, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,12,all good,Data Set #5-47 report - Frank Stimson.csv -Q12,What does the employer contribute to the HSA for 2020 if an employee has worked for between 10 -11 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,13,all good,Data Set #5-47 report - Frank Stimson.csv -Q13,What does the employer contribute to the HSA for 2020 if an employee has worked for between 12 -15 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,14,all good,Data Set #5-47 report - Frank Stimson.csv -Q14,What does the employer contribute to the HSA for 2020 if an employee has worked for over 15 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,15,all good,Data Set #5-47 report - Frank Stimson.csv -Q15,What is the average dollar amount contributed in 2020 to the HSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,2,all good,Data Set #5-47 report - Frank Stimson.csv -Q2,How many employees are enrolled in the HSA program in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,3,all good,Data Set #5-47 report - Frank Stimson.csv -Q3,How many employees have reached the max dollars for 2020 in the HSA account?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,4,all good,Data Set #5-47 report - Frank Stimson.csv -Q4,How many employees will not reach the max dollars they can contribute to the HSA in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,5,all good,Data Set #5-47 report - Frank Stimson.csv -Q5,How many employees will reach the max dollars in the next 1-6 weeks in 2020 for the HSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,6,all good,Data Set #5-47 report - Frank Stimson.csv -Q6,How many employees will reach the max dollars in the next 7-12 weeks in 2020 for the HSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,7,all good,Data Set #5-47 report - Frank Stimson.csv -Q7,"Of the employees that don't have an HSA in 2020, what is the percentage of gender id 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,8,all good,Data Set #5-47 report - Frank Stimson.csv -Q8,"Of the employees that don't have an HSA in 2020, what is the percentage of gender id 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-47 report - Frank Stimson.csv,9,all good,Data Set #5-47 report - Frank Stimson.csv -Q9,"Of the employees that don't have an HSA in 2020, what is the percentage of race identifier 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-47 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,1,all good,Data Set #5-48 report - Frank Stimson.csv -Q1,Does the employer contribute to the FSA account in 2020 without the employee being enrolled?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,10,all good,Data Set #5-48 report - Frank Stimson.csv -Q10,"Of the employees that don't have an FSA in 2020, what is the percentage of race identifier 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,11,all good,Data Set #5-48 report - Frank Stimson.csv -Q11,"Of the employees that don't have an FSA in 2020, what is the percentage of race identifier 3?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,12,all good,Data Set #5-48 report - Frank Stimson.csv -Q12,What does the employer contribute to the FSA for 2020 if an employee has worked for between 10 -11 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,13,all good,Data Set #5-48 report - Frank Stimson.csv -Q13,What does the employer contribute to the FSA for 2020 if an employee has worked for between 12 -15 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,14,all good,Data Set #5-48 report - Frank Stimson.csv -Q14,What does the employer contribute to the FSA for 2020 if an employee has worked for over 15 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,15,all good,Data Set #5-48 report - Frank Stimson.csv -Q15,What is the average dollar amount contributed in 2020 to the FSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,2,all good,Data Set #5-48 report - Frank Stimson.csv -Q2,How many employees are enrolled in the FSA program in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,3,all good,Data Set #5-48 report - Frank Stimson.csv -Q3,How many employees have reached the max dollars for 2020 in the FSA account?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,4,all good,Data Set #5-48 report - Frank Stimson.csv -Q4,How many employees will not reach the max dollars they can contribute to the FSA in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,5,all good,Data Set #5-48 report - Frank Stimson.csv -Q5,How many employees will reach the max dollars in the next 1-6 weeks in 2020 for the FSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,6,all good,Data Set #5-48 report - Frank Stimson.csv -Q6,How many employees will reach the max dollars in the next 7-12 weeks in 2020 for the FSA?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,7,all good,Data Set #5-48 report - Frank Stimson.csv -Q7,"Of the employees that don't have an FSA in 2020, what is the percentage of gender id 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,8,all good,Data Set #5-48 report - Frank Stimson.csv -Q8,"Of the employees that don't have an FSA in 2020, what is the percentage of gender id 2?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-48 report - Frank Stimson.csv,9,all good,Data Set #5-48 report - Frank Stimson.csv -Q9,"Of the employees that don't have an FSA in 2020, what is the percentage of race identifier 1?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-48 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,1,all good,Data Set #5-51 report - Frank Stimson.csv -Q1,"For new employees in 2020, how many days of vacation do they get?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,10,all good,Data Set #5-51 report - Frank Stimson.csv -Q10,How many employees received the extra 5 days of vacation in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,11,all good,Data Set #5-51 report - Frank Stimson.csv -Q11,"If an employee has worked at the company 12 - 15 years, how many bonus vacation days did they receive in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,12,all good,Data Set #5-51 report - Frank Stimson.csv -Q12,"If an employee has worked at the company for more than 15 years, how many bonus vacation days did they receive in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,13,all good,Data Set #5-51 report - Frank Stimson.csv -Q13,What were the total hours for carryover vacation days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,14,all good,Data Set #5-51 report - Frank Stimson.csv -Q14,What were the total wages for carryover vacation days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,15,all good,Data Set #5-51 report - Frank Stimson.csv -Q15,Which employee has the most number of vacation days left in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,2,all good,Data Set #5-51 report - Frank Stimson.csv -Q2,How many days of vacation does an employee get after working 9 years at the company in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,3,all good,Data Set #5-51 report - Frank Stimson.csv -Q3,How many employees had carryover vacation days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,4,all good,Data Set #5-51 report - Frank Stimson.csv -Q4,How many employees have between 14 -19 days of vacation left to take in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,5,all good,Data Set #5-51 report - Frank Stimson.csv -Q5,How many employees have over 20 days of vacation left to take in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,6,all good,Data Set #5-51 report - Frank Stimson.csv -Q6,How many employees have taken more than the allocated number of vacation days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,7,all good,Data Set #5-51 report - Frank Stimson.csv -Q7,How many employees have used all their vacation days for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,8,all good,Data Set #5-51 report - Frank Stimson.csv -Q8,How many employees received bonus vacation days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-51 report - Frank Stimson.csv,9,all good,Data Set #5-51 report - Frank Stimson.csv -Q9,How many employees received the extra 15 days of vacation in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-51 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,1,all good,Data Set #5-52 report - Frank Stimson.csv -Q1,"For new employees in 2020, how many days of personal time do they get?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,10,all good,Data Set #5-52 report - Frank Stimson.csv -Q10,How many employees received the extra 5 days of personal time in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,11,all good,Data Set #5-52 report - Frank Stimson.csv -Q11,"If an employee has worked at the company 12 - 15 years, how many bonus personal days did they receive in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,12,all good,Data Set #5-52 report - Frank Stimson.csv -Q12,"If an employee has worked at the company for more than 15 years, how many bonus personal days did they receive in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,13,all good,Data Set #5-52 report - Frank Stimson.csv -Q13,What were the total hours for carryover personal days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,14,all good,Data Set #5-52 report - Frank Stimson.csv -Q14,What were the total wages for carryover personal days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,15,all good,Data Set #5-52 report - Frank Stimson.csv -Q15,Which employee has the most number of personal days left in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,2,all good,Data Set #5-52 report - Frank Stimson.csv -Q2,How many days of personal time does an employee get after working 9 years at the company in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,3,all good,Data Set #5-52 report - Frank Stimson.csv -Q3,How many employees had carryover personal days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,4,all good,Data Set #5-52 report - Frank Stimson.csv -Q4,How many employees have between 14 -19 days of personal time left to take in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,5,all good,Data Set #5-52 report - Frank Stimson.csv -Q5,How many employees have over 20 days of personal time left to take in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,6,all good,Data Set #5-52 report - Frank Stimson.csv -Q6,How many employees have taken more than the allocated number of personal days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,7,all good,Data Set #5-52 report - Frank Stimson.csv -Q7,How many employees have used all their personal days for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,8,all good,Data Set #5-52 report - Frank Stimson.csv -Q8,How many employees received bonus personal days in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-52 report - Frank Stimson.csv,9,all good,Data Set #5-52 report - Frank Stimson.csv -Q9,How many employees received the extra 15 days of personal time in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-52 report .html,#N/A
APPROVED,Data Set #5-54 report - Frank Stimson.csv,1,zz,Data Set #5-54 report - Frank Stimson.csv-Q1,What were the average net wages for 2020 in week 25?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,10,zz,Data Set #5-54 report - Frank Stimson.csv-Q10,"How many employees opted for ""R = roll over"" for their 2020 end-of-year vacation option?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,11,zz,Data Set #5-54 report - Frank Stimson.csv-Q11,"How many employees chose ""C= cash out"" for their 2020 end-of-year personal days option?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,12,zz,Data Set #5-54 report - Frank Stimson.csv-Q12,"How many employees selected ""N = can't roll or cash"" for their 2020 end-of-year personal days option?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,13,zz,Data Set #5-54 report - Frank Stimson.csv-Q13,"How many employees opted for ""R = roll over"" for their 2020 end-of-year personal days option?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,14,zz,Data Set #5-54 report - Frank Stimson.csv-Q14,What will be the total number of vacation days in 2020 rolled over to 2021?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,15,zz,Data Set #5-54 report - Frank Stimson.csv-Q15,What will be the total number of vacation days in 2020 forfeited?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,2,zz,Data Set #5-54 report - Frank Stimson.csv-Q2,How many employees are having their wages garnished in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,3,zz,Data Set #5-54 report - Frank Stimson.csv-Q3,How many employees will have paid off the garnishment amount in 2021?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,4,zz,Data Set #5-54 report - Frank Stimson.csv-Q4,How many employees will have paid off the garnishment amount in 2022?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,5,zz,Data Set #5-54 report - Frank Stimson.csv-Q5,How many employees will have paid off the garnishment amount in 2023 or later?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,6,zz,Data Set #5-54 report - Frank Stimson.csv-Q6,What was the average deduction in dollars for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,7,zz,Data Set #5-54 report - Frank Stimson.csv-Q7,What was the average percentage deduction from net salary in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,8,zz,Data Set #5-54 report - Frank Stimson.csv-Q8,"How many employees chose ""C= cash out"" for their 2020 end-of-year vacation option?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-54 report - Frank Stimson.csv,9,zz,Data Set #5-54 report - Frank Stimson.csv-Q9,"How many employees selected ""N = can't roll or cash"" for their 2020 end-of-year vacation option?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-54 report .html,0
APPROVED,Data Set #5-56 report - Frank Stimson.csv,1,all good,Data Set #5-56 report - Frank Stimson.csv-Q1,"Which Department had the highest number of employees ""type of pay"" are coded F for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,10,all good,Data Set #5-56 report - Frank Stimson.csv-Q10,"What was the total number of employees age from 30 to 49 years old  ""Type of Pay"" coded F and L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,11,all good,Data Set #5-56 report - Frank Stimson.csv-Q11,"What was the total number of employees under the age of 29 years old  ""Type of Pay"" coded F and L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,12,all good,Data Set #5-56 report - Frank Stimson.csv-Q12,"If 25% of the employees ""type of pay"" was F return to work, what is the salary expense per week?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,13,all good,Data Set #5-56 report - Frank Stimson.csv-Q13,"If 50% of the employees ""type of pay"" was F return to work, what is the salary expense per week?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,14,all good,Data Set #5-56 report - Frank Stimson.csv-Q14,"If 75% of the employees ""type of pay"" was F return to work, what is the salary expense per week?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,15,all good,Data Set #5-56 report - Frank Stimson.csv-Q15,"If 25% of the employees ""type of pay"" was L return to work, what is the salary expense per week?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,2,all good,Data Set #5-56 report - Frank Stimson.csv-Q2,"Which Department had the highest number of employees ""type of pay"" are coded L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,3,all good,Data Set #5-56 report - Frank Stimson.csv-Q3,"Which Department had the highest number of employees ""type of pay"" are coded S-50 for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,4,all good,Data Set #5-56 report - Frank Stimson.csv-Q4,"Which Department had the lowest number of employees ""type of pay"" are coded F for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,5,all good,Data Set #5-56 report - Frank Stimson.csv-Q5,"Which Department had the lowest number of employees ""type of pay"" are coded L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,6,all good,Data Set #5-56 report - Frank Stimson.csv-Q6,"Which Department had the lowest number of employees ""type of pay"" are coded S-50 for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,7,all good,Data Set #5-56 report - Frank Stimson.csv-Q7,"What was the total number of male employees ""type of Pay"" coded F and L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,8,all good,Data Set #5-56 report - Frank Stimson.csv-Q8,"What was the total number of female employees ""type of Pay"" coded F and L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #5-56 report - Frank Stimson.csv,9,all good,Data Set #5-56 report - Frank Stimson.csv-Q9,"What was the total number of employees above the age of 50 ""Type of Pay"" coded F and L for week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-56 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,1,all good,Data Set #6 report - Frank Stimson.xlsx-Q1,What were sales $ in 4th qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,10,all good,Data Set #6 report - Frank Stimson.xlsx-Q10,What was the best qtr. $,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,11,all good,Data Set #6 report - Frank Stimson.xlsx-Q11,What were sales $ for Nov,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
