tracker_file_name_current,final_status,period,status_current,notes
Data Set #4-18 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-18 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-18 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #4-18 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #4-18 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-18 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #4-18 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #4-19 report - Frank Stimson.csv,REJECTED,2/16/2024,DS submitted,
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #4-19 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #4-19 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #4-19 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #42 report - Frank Stimson.csv,APPROVED,1/28/2024,DS submitted,
Data Set #42 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #42 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #42 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #42 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #42 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #42 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #42 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #42 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #42 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #43 report - Frank Stimson.csv,APPROVED,1/28/2024,DS submitted,
Data Set #43 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #43 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #43 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #43 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #43 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #43 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #43 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #43 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #43 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #44 report - Frank Stimson.csv,APPROVED,1/28/2024,DS submitted,
Data Set #44 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #44 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #44 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #44 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #44 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #44 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #44 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #44 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #44 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #45 report - Frank Stimson.csv,APPROVED,1/29/2024,DS submitted,
Data Set #45 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #45 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #45 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #45 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #45 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #45 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #45 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #45 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #45 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5 report - Frank Stimson.xlsx,APPROVED,1/3/2024,DS submitted,
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/15/2024,Rejected,The dataset does not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/18/2024,Rejected,The dataset does not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,3/29/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5 report - Frank Stimson.xlsx,APPROVED,4/25/2024,Approved,
Data Set #5 report - Frank Stimson.xlsx,APPROVED,4/29/2024,Paid,Paid
Data Set #5-39 report - Frank Stimson.csv,REJECTED,2/17/2024,DS submitted,
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #5-39 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-39 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #5-39 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #5-40 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-40 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-40 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-41 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-41 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #5-41 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-42 report - Frank Stimson.csv,REJECTED,2/17/2024,DS submitted,
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #5-42 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-42 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #5-42 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #5-43 report - Frank Stimson.csv,REJECTED,2/17/2024,DS submitted,
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #5-43 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-43 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #5-43 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #5-44 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-44 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-44 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-46 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-46 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-46 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-47 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-47 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-47 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-48 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions are very similar to other questions submitted.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-48 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-48 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-49 report - Frank Stimson.csv,REJECTED,2/17/2024,DS submitted,
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #5-49 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-49 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #5-49 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #5-50 report - Frank Stimson.csv,REJECTED,2/17/2024,DS submitted,
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #5-50 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-50 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #5-50 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #5-51 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The information in the file is too similar to other datasets submitted.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
