status_current,tracker_file_name_current,question_number,issues,id,question_current
APPROVED,Data Set #3-8 report - Frank Stimson.csv,15,all good,Data Set #3-8 report - Frank Stimson.csv -Q15,What is the percentage of employees that don't have vision insurance as a total number of employees for 2016?
APPROVED,Data Set #3-8 report - Frank Stimson.csv,2,all good,Data Set #3-8 report - Frank Stimson.csv -Q2,How many employees don't have vision insurance for 2016?
APPROVED,Data Set #3-8 report - Frank Stimson.csv,3,all good,Data Set #3-8 report - Frank Stimson.csv -Q3,"Of the employees that don't have vision insurance in 2016, is their income above $120,000?"
APPROVED,Data Set #3-8 report - Frank Stimson.csv,4,all good,Data Set #3-8 report - Frank Stimson.csv -Q4,"Of the employees that don't have vision insurance in 2016, is their income above $80,000?"
APPROVED,Data Set #3-8 report - Frank Stimson.csv,5,all good,Data Set #3-8 report - Frank Stimson.csv -Q5,"Of the employees that don't have vision insurance in 2016, what is the percentage of gender id 1?"
APPROVED,Data Set #3-8 report - Frank Stimson.csv,6,all good,Data Set #3-8 report - Frank Stimson.csv -Q6,"Of the employees that don't have vision insurance in 2016, what is the percentage of gender id 2?"
APPROVED,Data Set #3-8 report - Frank Stimson.csv,7,all good,Data Set #3-8 report - Frank Stimson.csv -Q7,"Of the employees that don't have vision insurance in 2016, what is the percentage of race identifier 1?"
APPROVED,Data Set #3-8 report - Frank Stimson.csv,8,all good,Data Set #3-8 report - Frank Stimson.csv -Q8,"Of the employees that don't have vision insurance in 2016, what is the percentage of race identifier 2?"
APPROVED,Data Set #3-8 report - Frank Stimson.csv,9,all good,Data Set #3-8 report - Frank Stimson.csv -Q9,"Of the employees that don't have vision insurance in 2016, what is the percentage of race identifier 3?"
APPROVED,Data Set #39 report - Frank Stimson.csv,1,all good,Data Set #39 report - Frank Stimson.csv-Q1,Which customer has the highest credit limit?
APPROVED,Data Set #39 report - Frank Stimson.csv,10,all good,Data Set #39 report - Frank Stimson.csv-Q10,Which customers' credit limits need to be increased?
APPROVED,Data Set #39 report - Frank Stimson.csv,11,all good,Data Set #39 report - Frank Stimson.csv-Q11,Which customers' credits need to be monitored?
APPROVED,Data Set #39 report - Frank Stimson.csv,12,all good,Data Set #39 report - Frank Stimson.csv-Q12,Which customers' credit limits need to be lowered?
APPROVED,Data Set #39 report - Frank Stimson.csv,13,all good,Data Set #39 report - Frank Stimson.csv-Q13,Which customers' statuses need approval?
APPROVED,Data Set #39 report - Frank Stimson.csv,14,all good,Data Set #39 report - Frank Stimson.csv-Q14,Which customers' statuses are under review?
APPROVED,Data Set #39 report - Frank Stimson.csv,15,all good,Data Set #39 report - Frank Stimson.csv-Q15,Which customers' statuses are for increase?
APPROVED,Data Set #39 report - Frank Stimson.csv,2,all good,Data Set #39 report - Frank Stimson.csv-Q2,Which customer is over their credit limit?
APPROVED,Data Set #39 report - Frank Stimson.csv,3,all good,Data Set #39 report - Frank Stimson.csv-Q3,Which customer has no credit limit?
APPROVED,Data Set #39 report - Frank Stimson.csv,4,all good,Data Set #39 report - Frank Stimson.csv-Q4,What is Kmart's credit limit?
APPROVED,Data Set #39 report - Frank Stimson.csv,5,all good,Data Set #39 report - Frank Stimson.csv-Q5,What is the total credit limit for Discount?
APPROVED,Data Set #39 report - Frank Stimson.csv,6,all good,Data Set #39 report - Frank Stimson.csv-Q6,What is the total credit limit for Mass?
APPROVED,Data Set #39 report - Frank Stimson.csv,7,all good,Data Set #39 report - Frank Stimson.csv-Q7,What is the credit limit for Ladies?
APPROVED,Data Set #39 report - Frank Stimson.csv,8,all good,Data Set #39 report - Frank Stimson.csv-Q8,What is the credit limit for Kids?
APPROVED,Data Set #39 report - Frank Stimson.csv,9,all good,Data Set #39 report - Frank Stimson.csv-Q9,Which customers are at their credit limit?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,1,all good,Data Set #3-9 report - Frank Stimson.csv -Q1,Does the employer contribute to the HSA account in 2016 without the employee being enrolled?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,10,all good,Data Set #3-9 report - Frank Stimson.csv -Q10,"Of the employees that don't have an HSA in 2016, what is the percentage of race identifier 2?"
APPROVED,Data Set #3-9 report - Frank Stimson.csv,11,all good,Data Set #3-9 report - Frank Stimson.csv -Q11,"Of the employees that don't have an HSA in 2016, what is the percentage of race identifier 3?"
APPROVED,Data Set #3-9 report - Frank Stimson.csv,12,all good,Data Set #3-9 report - Frank Stimson.csv -Q12,What does the employer contribute to the HSA for 2016 if an employee has worked for between 10 -11 years?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,13,all good,Data Set #3-9 report - Frank Stimson.csv -Q13,What does the employer contribute to the HSA for 2016 if an employee has worked for between 12 -15 years?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,14,all good,Data Set #3-9 report - Frank Stimson.csv -Q14,What does the employer contribute to the HSA for 2016 if an employee has worked for over 15 years?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,15,all good,Data Set #3-9 report - Frank Stimson.csv -Q15,What is the average dollar amount contributed in 2016 to the HSA?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,2,all good,Data Set #3-9 report - Frank Stimson.csv -Q2,How many employees are enrolled in the HSA program in 2016?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,3,all good,Data Set #3-9 report - Frank Stimson.csv -Q3,How many employees have reached the max dollars for 2016 in the HSA account?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,4,all good,Data Set #3-9 report - Frank Stimson.csv -Q4,How many employees will not reach the max dollars they can contribute to the HSA in 2016?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,5,all good,Data Set #3-9 report - Frank Stimson.csv -Q5,How many employees will reach the max dollars in the next 1-6 weeks in 2016 for the HSA?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,6,all good,Data Set #3-9 report - Frank Stimson.csv -Q6,How many employees will reach the max dollars in the next 7-12 weeks in 2016 for the HSA?
APPROVED,Data Set #3-9 report - Frank Stimson.csv,7,all good,Data Set #3-9 report - Frank Stimson.csv -Q7,"Of the employees that don't have an HSA in 2016, what is the percentage of gender id 1?"
APPROVED,Data Set #3-9 report - Frank Stimson.csv,8,all good,Data Set #3-9 report - Frank Stimson.csv -Q8,"Of the employees that don't have an HSA in 2016, what is the percentage of gender id 2?"
APPROVED,Data Set #3-9 report - Frank Stimson.csv,9,all good,Data Set #3-9 report - Frank Stimson.csv -Q9,"Of the employees that don't have an HSA in 2016, what is the percentage of race identifier 1?"
APPROVED,Data Set #4 report.xlsx,1,all good,Data Set #4 report.xlsx-Q1,what is on order for Grafiche
APPROVED,Data Set #4 report.xlsx,10,all good,Data Set #4 report.xlsx-Q10,what is inventory for Arton
APPROVED,Data Set #4 report.xlsx,11,all good,Data Set #4 report.xlsx-Q11,what is inventory for Midas
APPROVED,Data Set #4 report.xlsx,12,all good,Data Set #4 report.xlsx-Q12,what is inventory for Infinity
APPROVED,Data Set #4 report.xlsx,13,all good,Data Set #4 report.xlsx-Q13,what is inventory for Reliance
APPROVED,Data Set #4 report.xlsx,14,all good,Data Set #4 report.xlsx-Q14,what is inventory for Imar
APPROVED,Data Set #4 report.xlsx,15,all good,Data Set #4 report.xlsx-Q15,What is inventory for supplies
APPROVED,Data Set #4 report.xlsx,2,all good,Data Set #4 report.xlsx-Q2,what is on order for Arton
APPROVED,Data Set #4 report.xlsx,3,all good,Data Set #4 report.xlsx-Q3,what is on order for Midas
APPROVED,Data Set #4 report.xlsx,4,all good,Data Set #4 report.xlsx-Q4,what is on order for Infinity
APPROVED,Data Set #4 report.xlsx,5,all good,Data Set #4 report.xlsx-Q5,what is on order for Reliance
APPROVED,Data Set #4 report.xlsx,6,all good,Data Set #4 report.xlsx-Q6,what is on order for Imar
APPROVED,Data Set #4 report.xlsx,7,all good,Data Set #4 report.xlsx-Q7,What is on order for supplies
APPROVED,Data Set #4 report.xlsx,8,all good,Data Set #4 report.xlsx-Q8,which vendor for supplies has the most on order
APPROVED,Data Set #4 report.xlsx,9,all good,Data Set #4 report.xlsx-Q9,what is inventory for Grafiche
APPROVED,Data Set #40 report - Frank Stimson.xlsx,1,all good,Data Set #40 report - Frank Stimson.xlsx-Q1,Which customers are FOB?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,10,all good,Data Set #40 report - Frank Stimson.xlsx-Q10,What are Kmart and Sears' discounts?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,11,all good,Data Set #40 report - Frank Stimson.xlsx-Q11,What is Ross's discount?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,12,all good,Data Set #40 report - Frank Stimson.xlsx-Q12,How many accounts are FOB?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,13,all good,Data Set #40 report - Frank Stimson.xlsx-Q13,How many accounts are Direct?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,14,all good,Data Set #40 report - Frank Stimson.xlsx-Q14,How many accounts are Credit Card?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,15,all good,Data Set #40 report - Frank Stimson.xlsx-Q15,How many accounts are Prepaid?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,2,all good,Data Set #40 report - Frank Stimson.xlsx-Q2,Which customers are Direct?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,3,all good,Data Set #40 report - Frank Stimson.xlsx-Q3,Which customers get a 2% discount for paying early?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,4,all good,Data Set #40 report - Frank Stimson.xlsx-Q4,Which customers get zero discount?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,5,all good,Data Set #40 report - Frank Stimson.xlsx-Q5,What is Wal-Mart's discount?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,6,all good,Data Set #40 report - Frank Stimson.xlsx-Q6,What is the discount for independent customers?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,7,all good,Data Set #40 report - Frank Stimson.xlsx-Q7,What is the discount for 'Kids Only' customers?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,8,all good,Data Set #40 report - Frank Stimson.xlsx-Q8,What is the discount for Discount customers?
APPROVED,Data Set #40 report - Frank Stimson.xlsx,9,all good,Data Set #40 report - Frank Stimson.xlsx-Q9,What is the discount for Mass customers?
APPROVED,Data Set #4-01 report - Frank Stimson.csv,1,all good,Data Set #4-01 report - Frank Stimson.csv-Q1,"What is the Federal income tax rate for 2020 from the federal W-4 form for a head of household with income under $60,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,10,all good,Data Set #4-01 report - Frank Stimson.csv-Q10,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing separately with income over $150,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,11,all good,Data Set #4-01 report - Frank Stimson.csv-Q11,"What is the Federal income tax rate for 2020 from the federal W-4 form for singles with income under $80,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,12,all good,Data Set #4-01 report - Frank Stimson.csv-Q12,"What is the Federal income tax rate for 2020 from the federal W-4 form for singles with income between $80,000 - $149,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,13,all good,Data Set #4-01 report - Frank Stimson.csv-Q13,"What is the Federal income tax rate for 2020 from the federal W-4 form for singles with income over $150,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,14,all good,Data Set #4-01 report - Frank Stimson.csv-Q14,Which employee will have the highest federal income tax rate for 2020?
APPROVED,Data Set #4-01 report - Frank Stimson.csv,15,all good,Data Set #4-01 report - Frank Stimson.csv-Q15,Which employee will have the lowest federal income tax rate for 2020?
APPROVED,Data Set #4-01 report - Frank Stimson.csv,2,all good,Data Set #4-01 report - Frank Stimson.csv-Q2,"What is the Federal income tax rate for 2020 from the federal W-4 form for a head of household with income over $60,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,3,all good,Data Set #4-01 report - Frank Stimson.csv-Q3,"Did any employee head of household earn more than $95,000 in 2020?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,4,all good,Data Set #4-01 report - Frank Stimson.csv-Q4,Was any employee exempt from federal taxes in 2020?
APPROVED,Data Set #4-01 report - Frank Stimson.csv,5,all good,Data Set #4-01 report - Frank Stimson.csv-Q5,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing jointly with income under $80,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,6,all good,Data Set #4-01 report - Frank Stimson.csv-Q6,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing jointly with income over $80,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,7,all good,Data Set #4-01 report - Frank Stimson.csv-Q7,"Was there a different Federal income tax rate for 2020 for married filing jointly with income above $150,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,8,all good,Data Set #4-01 report - Frank Stimson.csv-Q8,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing separately with income under $80,000?"
APPROVED,Data Set #4-01 report - Frank Stimson.csv,9,all good,Data Set #4-01 report - Frank Stimson.csv-Q9,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing separately with income between $80,000 - $149,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,1,zz,Data Set #4-02 report - Frank Stimson.csv-Q1,"What is the NY State income tax rate for 2020 from the IT-2104 form for a head of household with income under $60,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,10,zz,Data Set #4-02 report - Frank Stimson.csv-Q10,"What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income under $80,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,11,zz,Data Set #4-02 report - Frank Stimson.csv-Q11,"What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income between $80,000 - $149,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,12,zz,Data Set #4-02 report - Frank Stimson.csv-Q12,"What is the NY State income tax rate for 2020 from the IT-2104 form for singles with income over $150,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,13,zz,Data Set #4-02 report - Frank Stimson.csv-Q13,Which employee will have the highest NY State income tax rate for 2020?
REJECTED,Data Set #4-02 report - Frank Stimson.csv,14,zz,Data Set #4-02 report - Frank Stimson.csv-Q14,Which employee will have the lowest NY State income tax rate for 2020?
REJECTED,Data Set #4-02 report - Frank Stimson.csv,15,zz,Data Set #4-02 report - Frank Stimson.csv-Q15,"Did any employee head of household earn more than $95,000 in 2020?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,2,zz,Data Set #4-02 report - Frank Stimson.csv-Q2,"What is the NY State income tax rate for 2020 from the IT-2104 form for a head of household with income over $60,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,3,zz,Data Set #4-02 report - Frank Stimson.csv-Q3,Was any employee exempt from New York state taxes in 2020?
REJECTED,Data Set #4-02 report - Frank Stimson.csv,4,zz,Data Set #4-02 report - Frank Stimson.csv-Q4,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing jointly with income under $80,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,5,zz,Data Set #4-02 report - Frank Stimson.csv-Q5,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing jointly with income over $80,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,6,zz,Data Set #4-02 report - Frank Stimson.csv-Q6,"Was there a different NY State income tax rate for 2020 for married filing jointly with income above $150,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,7,zz,Data Set #4-02 report - Frank Stimson.csv-Q7,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing separately with income under $80,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,8,zz,Data Set #4-02 report - Frank Stimson.csv-Q8,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing separately with income between $80,000 - $149,000?"
REJECTED,Data Set #4-02 report - Frank Stimson.csv,9,zz,Data Set #4-02 report - Frank Stimson.csv-Q9,"What is the NY State income tax rate for 2020 from the IT-2104 form for married filing separately with income over $150,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,1,all good,Data Set #4-03 report - Frank Stimson.csv-Q1,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for a head of household with income under $60,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,10,all good,Data Set #4-03 report - Frank Stimson.csv-Q10,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for married filing separately with income over $150,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,11,all good,Data Set #4-03 report - Frank Stimson.csv-Q11,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for singles with income under $80,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,12,all good,Data Set #4-03 report - Frank Stimson.csv-Q12,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for singles with income between $80,000 - $149,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,13,all good,Data Set #4-03 report - Frank Stimson.csv-Q13,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for singles with income over $150,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,14,all good,Data Set #4-03 report - Frank Stimson.csv-Q14,Which employee will have the highest NJ State income tax rate for 2020?
APPROVED,Data Set #4-03 report - Frank Stimson.csv,15,all good,Data Set #4-03 report - Frank Stimson.csv-Q15,Which employee will have the lowest NJ State income tax rate for 2020?
APPROVED,Data Set #4-03 report - Frank Stimson.csv,2,all good,Data Set #4-03 report - Frank Stimson.csv-Q2,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for a head of household with income over $60,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,3,all good,Data Set #4-03 report - Frank Stimson.csv-Q3,"Did any NJ employee head of household earn more than $95,000 in 2020?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,4,all good,Data Set #4-03 report - Frank Stimson.csv-Q4,Was any NJ employee exempt from New Jersey state taxes in 2020? 
APPROVED,Data Set #4-03 report - Frank Stimson.csv,5,all good,Data Set #4-03 report - Frank Stimson.csv-Q5,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for married filing jointly with income under $80,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,6,all good,Data Set #4-03 report - Frank Stimson.csv-Q6,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for married filing jointly with income over $80,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,7,all good,Data Set #4-03 report - Frank Stimson.csv-Q7,"Was there a different NJ State income tax rate for 2020 for married filing jointly with income above $150,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,8,all good,Data Set #4-03 report - Frank Stimson.csv-Q8,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for married filing separately with income under $80,000?"
APPROVED,Data Set #4-03 report - Frank Stimson.csv,9,all good,Data Set #4-03 report - Frank Stimson.csv-Q9,"What is the NJ State income tax rate for 2020 from the NJ-W4 form for married filing separately with income between $80,000 - $149,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,1,zz,Data Set #4-04 report - Frank Stimson.csv-Q1,"What is the CT State income tax rate for 2020 from the CT-W4 form for a head of household with income under $60,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,10,zz,Data Set #4-04 report - Frank Stimson.csv-Q10,"What is the CT State income tax rate for 2020 from the CT-W4 form for married filing separately with income over $150,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,11,zz,Data Set #4-04 report - Frank Stimson.csv-Q11,"What is the CT State income tax rate for 2020 from the CT-W4 form for singles with income under $80,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,12,zz,Data Set #4-04 report - Frank Stimson.csv-Q12,"What is the CT State income tax rate for 2020 from the CT-W4 form for singles with income between $80,000 - $149,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,13,zz,Data Set #4-04 report - Frank Stimson.csv-Q13,"What is the CT State income tax rate for 2020 from the CT-W4 form for singles with income over $150,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,14,zz,Data Set #4-04 report - Frank Stimson.csv-Q14,Which employee will have the lowest CT State income tax rate for 2020?
REJECTED,Data Set #4-04 report - Frank Stimson.csv,15,zz,Data Set #4-04 report - Frank Stimson.csv-Q15,"Did any CT employee head of household earn more than $95,000 in 2020?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,2,zz,Data Set #4-04 report - Frank Stimson.csv-Q2,"What is the CT State income tax rate for 2020 from the CT-W4 form for a head of household with income over $60,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,3,zz,Data Set #4-04 report - Frank Stimson.csv-Q3,"Did any CT employee head of household earn more than $95,000 in 2020?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,4,zz,Data Set #4-04 report - Frank Stimson.csv-Q4,Was any employee exempt from CT state taxes in 2020?
REJECTED,Data Set #4-04 report - Frank Stimson.csv,5,zz,Data Set #4-04 report - Frank Stimson.csv-Q5,"What is the CT State income tax rate for 2020 from the CT-W4 form for married filing jointly with income under $80,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,6,zz,Data Set #4-04 report - Frank Stimson.csv-Q6,"What is the CT State income tax rate for 2020 from the CT-W4 form for married filing jointly with income over $80,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,7,zz,Data Set #4-04 report - Frank Stimson.csv-Q7,"Was there a different CT State income tax rate for 2020 for married filing jointly with income above $150,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,8,zz,Data Set #4-04 report - Frank Stimson.csv-Q8,"What is the CT State income tax rate for 2020 from the CT-W4 form for married filing separately with income under $80,000?"
REJECTED,Data Set #4-04 report - Frank Stimson.csv,9,zz,Data Set #4-04 report - Frank Stimson.csv-Q9,"What is the CT State income tax rate for 2020 from the CT-W4 form for married filing separately with income between $80,000 - $149,000?"
APPROVED,Data Set #4-05 report - Frank Stimson.csv,1,zz,Data Set #4-05 report - Frank Stimson.csv-Q1,How many employees have a 401k deduction for 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,10,zz,Data Set #4-05 report - Frank Stimson.csv-Q10,How many employees over the age of 60 do not have a 401k in 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,11,zz,Data Set #4-05 report - Frank Stimson.csv-Q11,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,12,zz,Data Set #4-05 report - Frank Stimson.csv-Q12,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,13,zz,Data Set #4-05 report - Frank Stimson.csv-Q13,What is the employer contribution percentage for a 401k for employees working for the company more than 20 years?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,14,zz,Data Set #4-05 report - Frank Stimson.csv-Q14,How many employees do not contribute to their 401k?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,15,zz,Data Set #4-05 report - Frank Stimson.csv-Q15,
APPROVED,Data Set #4-05 report - Frank Stimson.csv,2,zz,Data Set #4-05 report - Frank Stimson.csv-Q2,Has any employee reached the max amount one can contribute for the year 2020 in their 401k?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,3,zz,Data Set #4-05 report - Frank Stimson.csv-Q3,How many years does an employee need to work to have the company match 401k deduction percentage for 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,4,zz,Data Set #4-05 report - Frank Stimson.csv-Q4,How many employees will not reach the max dollars for their 401k in 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,5,zz,Data Set #4-05 report - Frank Stimson.csv-Q5,How many employees will reach the max dollars for their 401k in the next 1-4 weeks in 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,6,zz,Data Set #4-05 report - Frank Stimson.csv-Q6,How many employees will reach the max dollars for their 401k in the next 5-10 weeks in 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,7,zz,Data Set #4-05 report - Frank Stimson.csv-Q7,Which employee has the highest contribution percentage for their 401k in 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,8,zz,Data Set #4-05 report - Frank Stimson.csv-Q8,Which employee has the lowest contribution percentage for their 401k in 2020?
APPROVED,Data Set #4-05 report - Frank Stimson.csv,9,zz,Data Set #4-05 report - Frank Stimson.csv-Q9,What is the estimated employer contribution match dollar for employee 401ks in 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,1,all good,Data Set #4-06 report - Frank Stimson.csv-Q1,How many employees does the company pay for medical insurance for in 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,10,all good,Data Set #4-06 report - Frank Stimson.csv-Q10,What is the percentage of employees that do not have medical insurance as a total number of employees for 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,11,all good,Data Set #4-06 report - Frank Stimson.csv-Q11,"Of the employees that do not have medical insurance in 2020, is their income above $80,000?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,12,all good,Data Set #4-06 report - Frank Stimson.csv-Q12,"Of the employees that do not have medical insurance in 2020, is their income above $120,000?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,13,all good,Data Set #4-06 report - Frank Stimson.csv-Q13,"Of the employees that do not have medical insurance in 2020, what is the percentage of gender id 1?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,14,all good,Data Set #4-06 report - Frank Stimson.csv-Q14,"Of the employees that do not have medical insurance in 2020, what is the percentage of gender id 2?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,15,all good,Data Set #4-06 report - Frank Stimson.csv-Q15,"Of the employees that do not have medical insurance in 2020, what is the percentage of race identifier 3?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,2,all good,Data Set #4-06 report - Frank Stimson.csv-Q2,What does the head of household pay for medical insurance in 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,3,all good,Data Set #4-06 report - Frank Stimson.csv-Q3,What does a single person pay for medical insurance in 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,4,all good,Data Set #4-06 report - Frank Stimson.csv-Q4,"Of the employees that do not have medical insurance in 2020, what is the percentage of race identifier 2?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,5,all good,Data Set #4-06 report - Frank Stimson.csv-Q5,"Of the employees that do not have medical insurance in 2020, what is the percentage of race identifier 1?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,6,all good,Data Set #4-06 report - Frank Stimson.csv-Q6,"Of the employees that do not have medical insurance in 2020, what is the percentage of race identifier 5?"
APPROVED,Data Set #4-06 report - Frank Stimson.csv,7,all good,Data Set #4-06 report - Frank Stimson.csv-Q7,How many employees do not have medical insurance for 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,8,all good,Data Set #4-06 report - Frank Stimson.csv-Q8,What does the married filing separately category pay for medical insurance in 2020?
APPROVED,Data Set #4-06 report - Frank Stimson.csv,9,all good,Data Set #4-06 report - Frank Stimson.csv-Q9,What does the married filing jointly category pay for medical insurance in 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,1,all good,Data Set #4-07 report - Frank Stimson.csv-Q1,How many employees does the company pay for dental insurance for in 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,10,all good,Data Set #4-07 report - Frank Stimson.csv-Q10,What is the percentage of employees that don't have dental insurance as a total number of employees for 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,11,all good,Data Set #4-07 report - Frank Stimson.csv-Q11,"Of the employees that don't have dental insurance in 2020, is their income above $80,000?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,12,all good,Data Set #4-07 report - Frank Stimson.csv-Q12,"Of the employees that don't have dental insurance in 2020, is their income above $120,000?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,13,all good,Data Set #4-07 report - Frank Stimson.csv-Q13,"Of the employees that don't have dental insurance in 2020, what is the percentage of gender id 1?"
